schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #22]",Meta AI Research Team,https://paperswithcode.co/paper/98422,https://github.com/ai-research/llama-official,1816,2026-07-23T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #23],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98423,https://github.com/ai-research/qlora-official,39045,2026-04-26T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #24],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98424,https://github.com/ai-research/tree-official,4136,2026-04-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #25],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98425,,0,2026-04-06T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #26],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98426,https://github.com/ai-research/toolformer-official,45966,2026-04-03T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #27],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98427,https://github.com/ai-research/selfinstruct-official,39938,2026-05-13T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #28],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98428,https://github.com/ai-research/constitutional-official,28975,2026-03-08T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #29],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98429,https://github.com/ai-research/mixtureofdepths-official,5592,2026-08-04T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #30],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98430,,0,2026-02-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #31],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98431,https://github.com/ai-research/scalable-official,3143,2026-08-14T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #32],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98432,https://github.com/ai-research/direct-official,26759,2026-04-11T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #33],Tri Dao,https://paperswithcode.co/paper/98433,https://github.com/ai-research/flashattention2-official,38561,2026-04-27T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #34],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98434,https://github.com/ai-research/retrievalaugmented-official,5182,2026-06-15T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #35],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98435,,0,2026-05-19T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #36],DeepSeek-AI Team,https://paperswithcode.co/paper/98436,https://github.com/ai-research/deepseekr1-official,27160,2026-03-23T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #37]",Meta AI Research Team,https://paperswithcode.co/paper/98437,https://github.com/ai-research/llama-official,14842,2026-02-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #38],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98438,https://github.com/ai-research/qlora-official,21209,2026-06-01T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #39],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98439,https://github.com/ai-research/tree-official,24378,2026-06-26T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #40],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98440,,0,2026-04-05T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #41],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98441,https://github.com/ai-research/toolformer-official,47483,2026-04-25T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #42],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98442,https://github.com/ai-research/selfinstruct-official,36959,2026-06-25T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #43],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98443,https://github.com/ai-research/constitutional-official,15680,2026-04-15T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #44],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98444,https://github.com/ai-research/mixtureofdepths-official,1278,2026-03-13T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #45],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98445,,0,2026-06-20T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #46],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98446,https://github.com/ai-research/scalable-official,47249,2026-05-31T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #47],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98447,https://github.com/ai-research/direct-official,43766,2026-06-09T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #48],Tri Dao,https://paperswithcode.co/paper/98448,https://github.com/ai-research/flashattention2-official,34348,2026-03-18T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #49],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98449,https://github.com/ai-research/retrievalaugmented-official,48483,2026-04-14T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #50],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98450,,0,2026-07-25T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #51],DeepSeek-AI Team,https://paperswithcode.co/paper/98451,https://github.com/ai-research/deepseekr1-official,36489,2026-06-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #52]",Meta AI Research Team,https://paperswithcode.co/paper/98452,https://github.com/ai-research/llama-official,28090,2026-03-30T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #53],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98453,https://github.com/ai-research/qlora-official,30059,2026-05-02T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #54],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98454,https://github.com/ai-research/tree-official,6955,2026-02-22T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #55],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98455,,0,2026-03-06T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #56],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98456,https://github.com/ai-research/toolformer-official,35160,2026-04-06T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #57],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98457,https://github.com/ai-research/selfinstruct-official,15901,2026-03-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #58],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98458,https://github.com/ai-research/constitutional-official,43986,2026-07-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #59],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98459,https://github.com/ai-research/mixtureofdepths-official,37615,2026-07-26T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #60],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98460,,0,2026-06-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #61],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98461,https://github.com/ai-research/scalable-official,6444,2026-07-15T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #62],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98462,https://github.com/ai-research/direct-official,1225,2026-05-10T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #63],Tri Dao,https://paperswithcode.co/paper/98463,https://github.com/ai-research/flashattention2-official,21712,2026-03-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #64],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98464,https://github.com/ai-research/retrievalaugmented-official,42355,2026-03-13T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #65],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98465,,0,2026-02-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #66],DeepSeek-AI Team,https://paperswithcode.co/paper/98466,https://github.com/ai-research/deepseekr1-official,19896,2026-04-14T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #67]",Meta AI Research Team,https://paperswithcode.co/paper/98467,https://github.com/ai-research/llama-official,33433,2026-04-13T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #68],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98468,https://github.com/ai-research/qlora-official,26422,2026-06-21T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #69],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98469,https://github.com/ai-research/tree-official,34334,2026-05-30T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #70],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98470,,0,2026-07-21T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #71],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98471,https://github.com/ai-research/toolformer-official,35096,2026-03-30T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #72],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98472,https://github.com/ai-research/selfinstruct-official,46373,2026-03-06T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #73],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98473,https://github.com/ai-research/constitutional-official,38274,2026-07-12T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #74],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98474,https://github.com/ai-research/mixtureofdepths-official,7169,2026-06-15T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #75],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98475,,0,2026-06-16T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #76],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98476,https://github.com/ai-research/scalable-official,34608,2026-04-13T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #77],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98477,https://github.com/ai-research/direct-official,26249,2026-05-25T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #78],Tri Dao,https://paperswithcode.co/paper/98478,https://github.com/ai-research/flashattention2-official,21845,2026-08-11T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #79],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98479,https://github.com/ai-research/retrievalaugmented-official,18934,2026-02-27T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,LoRA: Low-Rank Adaptation of Large Language Models [Ref #80],Edward J. Hu; Yelong Shen; Phillip Wallis,https://paperswithcode.co/paper/98480,,0,2026-08-03T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning [Ref #81],DeepSeek-AI Team,https://paperswithcode.co/paper/98481,https://github.com/ai-research/deepseekr1-official,14228,2026-06-13T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,"Llama 3 Herd of Models: Architecture, Training, and Alignment [Ref #82]",Meta AI Research Team,https://paperswithcode.co/paper/98482,https://github.com/ai-research/llama-official,37444,2026-04-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,QLoRA: Efficient Finetuning of Quantized LLMs [Ref #83],Tim Dettmers; Artidoro Pagnoni; Ari Holtzman,https://paperswithcode.co/paper/98483,https://github.com/ai-research/qlora-official,18188,2026-08-09T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Tree of Thoughts: Deliberate Problem Solving with Large Language Models [Ref #84],Shunyu Yao; Dian Yu; Jeffrey Zhao,https://paperswithcode.co/paper/98484,https://github.com/ai-research/tree-official,830,2026-07-03T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Speculative Decoding: Fast LLM Inference via Target Model Alignment [Ref #85],Yaniv Leviathan; Matan Kalman; Yossi Matias,https://paperswithcode.co/paper/98485,,0,2026-04-14T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Toolformer: Language Models Can Teach Themselves to Use Tools [Ref #86],Timo Schick; Jane Dwivedi-Yu; Roberto Dessì,https://paperswithcode.co/paper/98486,https://github.com/ai-research/toolformer-official,31282,2026-07-05T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Self-Instruct: Aligning Language Models with Self-Generated Instructions [Ref #87],Yizhong Wang; Yeganeh Kordi; Swaroop Mishra,https://paperswithcode.co/paper/98487,https://github.com/ai-research/selfinstruct-official,3917,2026-05-28T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Constitutional AI: Harmlessness from AI Feedback [Ref #88],Yuntao Bai; Saurav Kadavath; Sandeep Kundu,https://paperswithcode.co/paper/98488,https://github.com/ai-research/constitutional-official,26250,2026-04-24T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Mixture-of-Depths: Dynamically Allocating Compute in Transformer Models [Ref #89],David Raposo; Sam Ritter; Blake Richards,https://paperswithcode.co/paper/98489,https://github.com/ai-research/mixtureofdepths-official,14092,2026-07-27T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,RoFormers: Enhanced Transformer with Rotary Position Embedding [Ref #90],Jianlin Su; Yu Lu; Shengfeng Pan,https://paperswithcode.co/paper/98490,,0,2026-06-02T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Scalable Autoregressive Visual Generation with Vector Quantization [Ref #91],Shang Guan; Yue Wu; Wei Lin,https://paperswithcode.co/paper/98491,https://github.com/ai-research/scalable-official,41386,2026-07-17T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Direct Preference Optimization: Your Language Model is Secretly a Reward Model [Ref #92],Rafael Rafailov; Archit Sharma; Eric Mitchell,https://paperswithcode.co/paper/98492,https://github.com/ai-research/direct-official,42174,2026-04-30T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning [Ref #93],Tri Dao,https://paperswithcode.co/paper/98493,https://github.com/ai-research/flashattention2-official,16878,2026-04-21T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
1.0,RESEARCH_PAPER,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks [Ref #94],Patrick Lewis; Ethan Perez; Aleksandra Piktus,https://paperswithcode.co/paper/98494,https://github.com/ai-research/retrievalaugmented-official,21352,2026-05-19T15:06:53.999699+00:00,2026-08-16T15:06:53.999699+00:00
